name,link,cost for 2,cuisines,ratings,reviews,address
"bistro hotel patliputra continental Restaurant, Anisabad",https://www.zomato.com/patna/bistro-hotel-patliputra-continental-1-anisabad,"1,600","North Indian, Asian, Chinese, Biryani, Desserts",3.7,44," Anishabad, Bypass Crossing, Anisabad, Patna"
"amrit bhog Restaurant, Khajpura",https://www.zomato.com/patna/amrit-bhog-khajpura,250,"Mithai, Fast Food, Bakery",3.4,53," R.P.S More, Near SBI Bank, Khajpura, Patna"
"biryani lazeez Restaurant, Sri Krishnapuri",https://www.zomato.com/patna/biryani-lazeez-sri-krishnapuri,300,Biryani,3.6,32," East boring canal road, Near Patna tent, Sri Krishnapuri, Patna"
"innovative kitchen grand empire Restaurant, Khajpura",https://www.zomato.com/patna/the-innovative-kitchen-the-grand-empire-khajpura,600,"North Indian, Chinese, Mughlai, Biryani",3.3,29," Pillar 65, Near IGIMS Hospital, Raza Bazar, Khajpura, Patna"
"roti restaurant Restaurant, Khajpura",https://www.zomato.com/patna/roti-restaurant-khajpura,500,North Indian,3.4,66," Near Mangal Market, Pavitra Complex, Baily Road, Raja Bazar, Khajpura, Patna"
"ladoo gopal sweets Restaurant, Anisabad",https://www.zomato.com/patna/ladoo-gopal-sweets-anisabad,250,Mithai,3.2,50," Main Road, Siddiqui Complex, Anisabad, Patna"
"eatadda junction Restaurant, Kidwaipuri",https://www.zomato.com/patna/eatadda-junction-kidwaipuri,450,Fast Food,3.8,46," Shanta Sadan, West Boring Canal Road, Near Addidas Showroom, Kidwaipuri, Patna"
"royal tadka roll Restaurant, Fraser Road Area",https://www.zomato.com/patna/royal-tadka-and-roll-fraser-road-area,250,"North Indian, Rolls",3.6,29," Voltas More, Near Tara Mandal, Vidyapati Marg, Fraser Road Area, Patna"
"youth tales cafe Restaurant, Golambar",https://www.zomato.com/patna/youth-tales-cafe-golambar,200,"Momos, Fast Food, Beverages",3.5,17," Nayatola, Khajanchi Road More, Opposite Sai Mandir, Bankipore, Lal Babu Gali, Arya Kumar Road, Golambar, Patna"
"golden flavour Restaurant, Sri Krishnapuri",https://www.zomato.com/patna/golden-flavour-sri-krishnapuri,600,"North Indian, Continental, Mughlai",3.4,13," 1st Floor, Orchid Mall, Boaring Patliputra Road, Sri Krishnapuri, Patna"
"wraps rolls Restaurant, Kurji",https://www.zomato.com/patna/wraps-rolls-kurji,300,"Fast Food, Rolls",3.4,33," 3rd Floor, P & M Mall, Patliputra Road, Kurji, Patna"
"gangadhar hotel Restaurant, Fraser Road Area",https://www.zomato.com/patna/gangadhar-hotel-fraser-road-area,200,North Indian,2.9,19," Station Road, Near City Center, Opposite Laxmi Hotel, Fraser Road Area, Patna"
"cathy confectioners Restaurant, Kankarbagh",https://www.zomato.com/patna/cathy-confectioners-1-kankarbagh,300,Desserts,3.8,25," lohia nagar, Kankarbagh, Patna"
"hotel happy food Restaurant, Patliputra Colony",https://www.zomato.com/patna/hotel-happy-food-patliputra-colony,300,"North Indian, Chinese",3.3,32," Baba Hansa Palace, Near Patliputra Police Station, Patliputra Colony, Patna"
